Nama Siswa,Kelas,Tahun Ajaran,Jumlah Kehadiran,Kategori Kehadiran,Nilai Rata-rata,Kategori Nilai,Jumlah Pelanggaran,Kategori Pelanggaran,Pekerjaan Orang Tua,Penghasilan Orang Tua,Status SPP,Status Orang Tua,Risiko Drop-Out
Amalia Kusumo,8C,2024/2025,225,Sangat Baik,66.7,Rendah,2,Ringan,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Sedang
Puput Puspasari,7C,2023/2024,210,Baik,94.1,Tinggi,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Patricia Mahendra,7C,2023/2024,191,Kurang,76.5,Sedang,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Puti Eli Wibisono,9B,2025/2026,184,Kurang,97.8,Tinggi,0,Tidak Ada,PNS/TNI/Polri,< Rp 2.000.000,Lancar,Lengkap,Sedang
Mulya Rahmawati,7B,2023/2024,214,Baik,95.2,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Paramita Anggriawan,7B,2025/2026,185,Kurang,90.7,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Kezia Mangunsong,8B,2025/2026,234,Sangat Baik,98.3,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Yatim,Rendah
Wirda Astuti,9B,2024/2025,184,Kurang,65.8,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Vera Novitasari,9A,2023/2024,214,Baik,83.6,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Aurora Wastuti,8C,2024/2025,196,Kurang,89.5,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Zulaikha Januar,9C,2023/2024,197,Kurang,96.2,Tinggi,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Chelsea Yuniar,9B,2024/2025,210,Baik,79.5,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Rusman Prayoga,7A,2025/2026,227,Sangat Baik,65.7,Rendah,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Zalindra Ardianto,9A,2023/2024,227,Sangat Baik,82.2,Sedang,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Lancar,Piatu,Rendah
Taufik Salahudin,9B,2025/2026,182,Kurang,80.8,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Julia Mayasari,9A,2025/2026,240,Sangat Baik,83.3,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Olivia Putra,8B,2024/2025,237,Sangat Baik,84.3,Sedang,1,Ringan,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Jayadi Suryatmi,7C,2025/2026,181,Kurang,71.5,Rendah,1,Ringan,Buruh/Petani,< Rp 2.000.000,Menunggak 1-2 Bulan,Yatim Piatu,Tinggi
Cengkir Simbolon,9B,2025/2026,223,Sangat Baik,91.4,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Luthfi Haryanto,9A,2023/2024,239,Sangat Baik,84.9,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Gading Kuswoyo,9B,2025/2026,222,Sangat Baik,67.0,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Cahya Uwais,7B,2025/2026,196,Kurang,82.0,Sedang,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Nabila Narpati,9B,2025/2026,185,Kurang,96.6,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Sedang
Bakda Purwanti,9A,2024/2025,205,Baik,84.5,Sedang,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Raisa Wulandari,8A,2024/2025,200,Baik,69.9,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Prasetyo Saputra,8A,2025/2026,223,Sangat Baik,75.8,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Jumadi Safitri,9B,2023/2024,183,Kurang,77.7,Sedang,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Jamal Rajata,8C,2023/2024,201,Baik,91.8,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Hendri Pradipta,7C,2023/2024,234,Sangat Baik,93.4,Tinggi,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Jelita Halim,8C,2024/2025,205,Baik,95.6,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Siti Uwais,7C,2024/2025,238,Sangat Baik,70.2,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Sedang
Mahmud Pratiwi,8A,2025/2026,197,Kurang,71.6,Rendah,2,Ringan,Buruh/Petani,< Rp 2.000.000,Menunggak >2 Bulan,Yatim Piatu,Tinggi
Puti Ayu Mahendra,7B,2024/2025,202,Baik,81.2,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Unjani Irawan,9C,2024/2025,194,Kurang,72.1,Rendah,1,Ringan,Wiraswasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Darman Sitorus,7C,2023/2024,188,Kurang,89.4,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Diah Kusumo,7A,2023/2024,211,Baik,73.4,Rendah,1,Ringan,PNS/TNI/Polri,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Bakti Marbun,7A,2025/2026,212,Baik,76.4,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Sedang
Prabu Hasanah,8C,2023/2024,204,Baik,96.4,Tinggi,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Karsana Siregar,9B,2023/2024,218,Baik,78.7,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Gara Saragih,9A,2025/2026,205,Baik,81.0,Sedang,2,Ringan,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Gantar Wastuti,9A,2025/2026,225,Sangat Baik,97.8,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Eva Sihotang,8B,2023/2024,215,Baik,72.8,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Marsito Padmasari,8A,2023/2024,221,Sangat Baik,66.2,Rendah,1,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Surya Januar,8C,2025/2026,239,Sangat Baik,83.2,Sedang,1,Ringan,Buruh/Petani,> Rp 5.000.000,Lancar,Lengkap,Rendah
Tantri Prakasa,7B,2023/2024,234,Sangat Baik,72.8,Rendah,0,Tidak Ada,Buruh/Petani,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Ciaobella Nainggolan,9A,2024/2025,191,Kurang,71.5,Rendah,1,Ringan,Wiraswasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Titi Farida,7C,2023/2024,181,Kurang,87.6,Tinggi,2,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Lutfan Putra,8A,2025/2026,190,Kurang,77.6,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Queen Mandala,9A,2024/2025,215,Baik,95.6,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Wirda Dongoran,7A,2024/2025,218,Baik,72.6,Rendah,2,Ringan,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Ciaobella Usada,9C,2025/2026,215,Baik,88.8,Tinggi,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Jasmin Hutagalung,8C,2025/2026,207,Baik,82.7,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Safina Puspita,9A,2024/2025,240,Sangat Baik,83.0,Sedang,2,Ringan,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Sutan Purwanto Firmansyah,9B,2024/2025,182,Kurang,86.1,Tinggi,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Jaeman Rajasa,8C,2024/2025,195,Kurang,89.0,Tinggi,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Surya Manullang,7C,2023/2024,184,Kurang,75.8,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Yatim,Sedang
Ajimin Wahyuni,7B,2025/2026,195,Kurang,85.0,Tinggi,1,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Ian Hidayat,8A,2025/2026,221,Sangat Baik,69.0,Rendah,0,Tidak Ada,Tidak Bekerja,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Bakda Hartati,8B,2023/2024,214,Baik,65.9,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Bella Farida,8B,2025/2026,239,Sangat Baik,69.0,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Sutan Yusuf Kusmawati,9C,2024/2025,191,Kurang,86.1,Tinggi,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Jelita Laksita,9A,2025/2026,220,Sangat Baik,76.9,Sedang,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Gadang Samosir,9B,2025/2026,240,Sangat Baik,65.0,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Gangsar Halim,9B,2025/2026,236,Sangat Baik,93.0,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Shania Gunawan,9A,2024/2025,230,Sangat Baik,75.1,Sedang,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Piatu,Rendah
Bagus Farida,8C,2023/2024,208,Baik,67.0,Rendah,2,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Luwar Prayoga,7B,2023/2024,240,Sangat Baik,98.3,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Elisa Iswahyudi,9B,2024/2025,193,Kurang,92.2,Tinggi,3,Sedang/Berat,Karyawan Swasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Nardi Simanjuntak,9C,2023/2024,240,Sangat Baik,81.0,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Gaiman Lailasari,9B,2023/2024,215,Baik,78.6,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Lili Prasasta,7A,2025/2026,234,Sangat Baik,78.1,Sedang,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Karsana Maulana,7C,2025/2026,192,Kurang,86.0,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Widya Hakim,7C,2024/2025,196,Kurang,81.8,Sedang,1,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Piatu,Sedang
Ibrani Haryanti,7C,2023/2024,210,Baik,85.6,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ophelia Wulandari,9B,2024/2025,187,Kurang,80.1,Sedang,0,Tidak Ada,Buruh/Petani,> Rp 5.000.000,Lancar,Lengkap,Sedang
Prabawa Kuswoyo,7A,2024/2025,210,Baik,89.6,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Puji Tampubolon,8C,2023/2024,236,Sangat Baik,78.7,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Wirda Widiastuti,7A,2025/2026,229,Sangat Baik,91.6,Tinggi,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Tania Sitorus,7C,2023/2024,187,Kurang,68.0,Rendah,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Menunggak >2 Bulan,Yatim,Tinggi
Zahra Laksmiwati,7A,2025/2026,225,Sangat Baik,67.5,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Sedang
Edi Andriani,8A,2024/2025,239,Sangat Baik,84.5,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Yulia Irawan,7C,2023/2024,227,Sangat Baik,83.9,Sedang,10,Sedang/Berat,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Indah Wijayanti,9C,2024/2025,188,Kurang,96.0,Tinggi,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Kartika Riyanti,8B,2025/2026,197,Kurang,77.4,Sedang,2,Ringan,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Nabila Thamrin,9B,2024/2025,222,Sangat Baik,87.2,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ajeng Mayasari,8B,2024/2025,218,Baik,69.4,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Farah Utami,8C,2023/2024,201,Baik,86.2,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Darijan Widodo,7B,2023/2024,222,Sangat Baik,74.5,Rendah,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Nasab Sinaga,9B,2023/2024,202,Baik,87.3,Tinggi,2,Ringan,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Sedang
Tari Setiawan,7B,2023/2024,215,Baik,96.1,Tinggi,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Gading Mansur,9B,2024/2025,183,Kurang,84.3,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Piatu,Sedang
Olivia Susanti,9C,2023/2024,201,Baik,76.7,Sedang,0,Tidak Ada,Buruh/Petani,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Rahayu Hastuti,9B,2025/2026,209,Baik,70.3,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Caket Narpati,7C,2023/2024,235,Sangat Baik,73.7,Rendah,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Amelia Pudjiastuti,7C,2023/2024,226,Sangat Baik,98.0,Tinggi,2,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Yance Mulyani,9C,2023/2024,204,Baik,67.2,Rendah,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Sedang
Kezia Pradipta,7B,2023/2024,231,Sangat Baik,71.1,Rendah,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Eko Putra,8A,2023/2024,187,Kurang,77.4,Sedang,0,Tidak Ada,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Yosef Anggraini,7B,2023/2024,236,Sangat Baik,83.9,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Drajat Usada,7A,2025/2026,228,Sangat Baik,80.7,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Kasusra Prakasa,7C,2025/2026,239,Sangat Baik,94.9,Tinggi,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Puti Malika Hidayat,9B,2024/2025,234,Sangat Baik,66.4,Rendah,10,Sedang/Berat,Tidak Bekerja,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Piatu,Tinggi
Praba Thamrin,9C,2023/2024,196,Kurang,72.5,Rendah,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Natalia Sirait,7C,2024/2025,236,Sangat Baik,78.5,Sedang,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Gangsa Suryono,9A,2024/2025,192,Kurang,65.3,Rendah,1,Ringan,Buruh/Petani,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Upik Padmasari,9C,2024/2025,238,Sangat Baik,77.9,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Anastasia Siregar,9B,2024/2025,235,Sangat Baik,86.3,Tinggi,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Kuncara Mangunsong,7C,2024/2025,233,Sangat Baik,95.6,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Puti Laras Nasyiah,9B,2025/2026,194,Kurang,96.0,Tinggi,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Unjani Prastuti,9B,2024/2025,189,Kurang,65.4,Rendah,1,Ringan,Tidak Bekerja,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Tinggi
Cahyono Januar,7A,2024/2025,196,Kurang,83.2,Sedang,1,Ringan,Buruh/Petani,> Rp 5.000.000,Lancar,Lengkap,Sedang
Puji Sihombing,8A,2024/2025,223,Sangat Baik,69.2,Rendah,0,Tidak Ada,PNS/TNI/Polri,< Rp 2.000.000,Lancar,Lengkap,Sedang
Fathonah Nasyiah,9B,2023/2024,195,Kurang,87.2,Tinggi,3,Sedang/Berat,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Unjani Yolanda,9B,2023/2024,214,Baik,90.0,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Ridwan Namaga,8C,2024/2025,181,Kurang,85.6,Tinggi,10,Sedang/Berat,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Tinggi
Puti Handayani,9C,2025/2026,238,Sangat Baik,72.0,Rendah,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Ellis Nainggolan,8A,2025/2026,196,Kurang,72.9,Rendah,5,Sedang/Berat,Tidak Bekerja,< Rp 2.000.000,Menunggak >2 Bulan,Yatim Piatu,Tinggi
Taufan Hartati,7A,2024/2025,186,Kurang,77.0,Sedang,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Sedang
Lurhur Prasetya,8B,2023/2024,236,Sangat Baik,88.0,Tinggi,2,Ringan,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Puji Budiyanto,9B,2023/2024,196,Kurang,87.8,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Keisha Saefullah,7C,2024/2025,224,Sangat Baik,95.3,Tinggi,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Gandi Pratiwi,7C,2024/2025,190,Kurang,93.0,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Harjo Sitorus,7A,2024/2025,222,Sangat Baik,90.9,Tinggi,1,Ringan,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Wawan Wulandari,7A,2023/2024,208,Baik,74.2,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Vera Purnawati,9A,2024/2025,189,Kurang,81.5,Sedang,1,Ringan,Wiraswasta,< Rp 2.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Victoria Mahendra,8A,2024/2025,195,Kurang,92.8,Tinggi,0,Tidak Ada,Tidak Bekerja,> Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Umay Sitompul,9C,2025/2026,223,Sangat Baik,80.7,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Hadi Utami,9C,2024/2025,235,Sangat Baik,78.1,Sedang,0,Tidak Ada,Wiraswasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Bakiadi Firgantoro,7C,2025/2026,214,Baik,69.7,Rendah,1,Ringan,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Yatim,Sedang
Bakiadi Prasetya,8B,2023/2024,221,Sangat Baik,87.0,Tinggi,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Latika Wibowo,8A,2025/2026,203,Baik,82.6,Sedang,1,Ringan,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Siska Laksmiwati,7B,2025/2026,231,Sangat Baik,93.8,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Cornelia Mansur,9B,2023/2024,201,Baik,80.8,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Lengkap,Rendah
Danuja Damanik,7C,2024/2025,222,Sangat Baik,92.0,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Padma Aryani,9C,2025/2026,208,Baik,67.3,Rendah,0,Tidak Ada,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Teddy Waskita,8C,2023/2024,239,Sangat Baik,78.6,Sedang,0,Tidak Ada,PNS/TNI/Polri,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Olivia Laksita,7A,2023/2024,199,Kurang,82.7,Sedang,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak >2 Bulan,Lengkap,Sedang
Dewi Widodo,7C,2023/2024,224,Sangat Baik,95.4,Tinggi,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Lancar,Yatim,Rendah
Salwa Maryadi,9A,2023/2024,234,Sangat Baik,86.5,Tinggi,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Lancar,Lengkap,Rendah
Eman Hutasoit,7A,2025/2026,215,Baik,70.8,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Rangga Fujiati,7C,2025/2026,209,Baik,67.3,Rendah,1,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Sedang
Kania Mayasari,9A,2025/2026,206,Baik,71.7,Rendah,0,Tidak Ada,PNS/TNI/Polri,< Rp 2.000.000,Lancar,Piatu,Sedang
Eman Napitupulu,9C,2024/2025,184,Kurang,76.1,Sedang,0,Tidak Ada,PNS/TNI/Polri,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Samiah Winarsih,8A,2024/2025,231,Sangat Baik,83.4,Sedang,3,Sedang/Berat,Wiraswasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
Margana Firgantoro,8A,2023/2024,240,Sangat Baik,76.3,Sedang,0,Tidak Ada,Wiraswasta,< Rp 2.000.000,Lancar,Lengkap,Rendah
Vega Manullang,8B,2025/2026,233,Sangat Baik,81.6,Sedang,0,Tidak Ada,Karyawan Swasta,> Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Rendah
Wakiman Pratama,7C,2025/2026,200,Baik,77.5,Sedang,0,Tidak Ada,Karyawan Swasta,< Rp 2.000.000,Lancar,Lengkap,Sedang
Kani Utami,9C,2025/2026,222,Sangat Baik,66.4,Rendah,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Menunggak 1-2 Bulan,Lengkap,Sedang
Harjo Situmorang,7C,2023/2024,230,Sangat Baik,76.7,Sedang,2,Ringan,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Piatu,Sedang
Ridwan Wacana,7C,2025/2026,192,Kurang,79.2,Sedang,0,Tidak Ada,Buruh/Petani,< Rp 2.000.000,Lancar,Lengkap,Sedang
Kala Utama,9A,2023/2024,203,Baik,95.2,Tinggi,0,Tidak Ada,Karyawan Swasta,Rp 2.000.000 - Rp 5.000.000,Lancar,Lengkap,Rendah
